type,start_msc,end_msc,identity
MAINTENANCE_ENTRY_BLOCK,1641080340000,1641081840000,SUNDAY_SERVER_CLOSE_20220102_0009_0019
MAINTENANCE_FORCE_FLAT,1641081300000,1641081900000,DAILY_SERVER_CLOSE_20220102_0000_0005
MAINTENANCE_FORCE_FLAT,1641081840000,1641082740000,SUNDAY_SERVER_CLOSE_20220102_0009_0019
MAINTENANCE_RECOVERY,1641081900000,1641082800000,DAILY_SERVER_CLOSE_20220102_0000_0005
MAINTENANCE_RECOVERY,1641082740000,1641083640000,SUNDAY_SERVER_CLOSE_20220102_0009_0019
MAINTENANCE_ENTRY_BLOCK,1641166200000,1641167700000,DAILY_SERVER_CLOSE_20220103_0000_0005
MAINTENANCE_FORCE_FLAT,1641167700000,1641168300000,DAILY_SERVER_CLOSE_20220103_0000_0005
MAINTENANCE_RECOVERY,1641168300000,1641169200000,DAILY_SERVER_CLOSE_20220103_0000_0005
KINGEA_ENTRY_BLACKOUT,1641230100000,1641232800000,840500001:159588
BROKER_HMR_SCHEDULED,1641231000000,1641232200000,840500001:159588
MAINTENANCE_ENTRY_BLOCK,1641252600000,1641254100000,DAILY_SERVER_CLOSE_20220104_0000_0005
MAINTENANCE_FORCE_FLAT,1641254100000,1641254700000,DAILY_SERVER_CLOSE_20220104_0000_0005
MAINTENANCE_RECOVERY,1641254700000,1641255600000,DAILY_SERVER_CLOSE_20220104_0000_0005
KINGEA_ENTRY_BLACKOUT,1641317400000,1641320100000,840030021:158436
KINGEA_ENTRY_BLACKOUT,1641317400000,1641320100000,840040001:157374
KINGEA_ENTRY_BLACKOUT,1641317400000,1641320100000,840040002:157378
BROKER_HMR_SCHEDULED,1641318300000,1641319500000,840030021:158436
BROKER_HMR_SCHEDULED,1641318300000,1641319500000,840040001:157374
BROKER_HMR_SCHEDULED,1641318300000,1641319500000,840040002:157378
MAINTENANCE_ENTRY_BLOCK,1641339000000,1641340500000,DAILY_SERVER_CLOSE_20220105_0000_0005
MAINTENANCE_FORCE_FLAT,1641340500000,1641341100000,DAILY_SERVER_CLOSE_20220105_0000_0005
MAINTENANCE_RECOVERY,1641341100000,1641342000000,DAILY_SERVER_CLOSE_20220105_0000_0005
KINGEA_ENTRY_BLACKOUT,1641397500000,1641400200000,840190001:159485
BROKER_HMR_SCHEDULED,1641398400000,1641399600000,840190001:159485
KINGEA_ENTRY_BLACKOUT,1641402900000,1641405600000,840500002:159645
BROKER_HMR_SCHEDULED,1641403800000,1641405000000,840500002:159645
KINGEA_ENTRY_BLACKOUT,1641405600000,1641408300000,840200001:157642
BROKER_HMR_SCHEDULED,1641406500000,1641407700000,840200001:157642
MAINTENANCE_ENTRY_BLOCK,1641425400000,1641426900000,DAILY_SERVER_CLOSE_20220106_0000_0005
MAINTENANCE_FORCE_FLAT,1641426900000,1641427500000,DAILY_SERVER_CLOSE_20220106_0000_0005
MAINTENANCE_RECOVERY,1641427500000,1641428400000,DAILY_SERVER_CLOSE_20220106_0000_0005
KINGEA_ENTRY_BLACKOUT,1641484800000,1641487500000,840140001:161361
BROKER_HMR_SCHEDULED,1641485700000,1641486900000,840140001:161361
KINGEA_ENTRY_BLACKOUT,1641490200000,1641492900000,840040003:157382
KINGEA_ENTRY_BLACKOUT,1641490200000,1641492900000,840040008:157405
BROKER_HMR_SCHEDULED,1641491100000,1641492300000,840040003:157382
BROKER_HMR_SCHEDULED,1641491100000,1641492300000,840040008:157405
MAINTENANCE_ENTRY_BLOCK,1641511800000,1641513300000,DAILY_SERVER_CLOSE_20220107_0000_0005
MAINTENANCE_FORCE_FLAT,1641513300000,1641513900000,DAILY_SERVER_CLOSE_20220107_0000_0005
MAINTENANCE_RECOVERY,1641513900000,1641514800000,DAILY_SERVER_CLOSE_20220107_0000_0005
KINGEA_ENTRY_BLACKOUT,1641571200000,1641573900000,840030015:156559
KINGEA_ENTRY_BLACKOUT,1641571200000,1641573900000,840030016:156571
KINGEA_ENTRY_BLACKOUT,1641571200000,1641573900000,840030018:156595
BROKER_HMR_SCHEDULED,1641572100000,1641573300000,840030015:156559
BROKER_HMR_SCHEDULED,1641572100000,1641573300000,840030016:156571
BROKER_HMR_SCHEDULED,1641572100000,1641573300000,840030018:156595
MAINTENANCE_ENTRY_BLOCK,1641598200000,1641599700000,DAILY_SERVER_CLOSE_20220108_0000_0005
MAINTENANCE_FORCE_FLAT,1641599700000,1641600300000,DAILY_SERVER_CLOSE_20220108_0000_0005
MAINTENANCE_RECOVERY,1641600300000,1641601200000,DAILY_SERVER_CLOSE_20220108_0000_0005
MAINTENANCE_ENTRY_BLOCK,1641684600000,1641686100000,DAILY_SERVER_CLOSE_20220109_0000_0005
MAINTENANCE_ENTRY_BLOCK,1641685140000,1641686640000,SUNDAY_SERVER_CLOSE_20220109_0009_0019
MAINTENANCE_FORCE_FLAT,1641686100000,1641686700000,DAILY_SERVER_CLOSE_20220109_0000_0005
MAINTENANCE_FORCE_FLAT,1641686640000,1641687540000,SUNDAY_SERVER_CLOSE_20220109_0009_0019
MAINTENANCE_RECOVERY,1641686700000,1641687600000,DAILY_SERVER_CLOSE_20220109_0000_0005
MAINTENANCE_RECOVERY,1641687540000,1641688440000,SUNDAY_SERVER_CLOSE_20220109_0009_0019
MAINTENANCE_ENTRY_BLOCK,1641771000000,1641772500000,DAILY_SERVER_CLOSE_20220110_0000_0005
MAINTENANCE_FORCE_FLAT,1641772500000,1641773100000,DAILY_SERVER_CLOSE_20220110_0000_0005
MAINTENANCE_RECOVERY,1641773100000,1641774000000,DAILY_SERVER_CLOSE_20220110_0000_0005
MAINTENANCE_ENTRY_BLOCK,1641857400000,1641858900000,DAILY_SERVER_CLOSE_20220111_0000_0005
MAINTENANCE_FORCE_FLAT,1641858900000,1641859500000,DAILY_SERVER_CLOSE_20220111_0000_0005
MAINTENANCE_RECOVERY,1641859500000,1641860400000,DAILY_SERVER_CLOSE_20220111_0000_0005
KINGEA_ENTRY_BLACKOUT,1641922200000,1641924900000,840050021:163582
BROKER_HMR_SCHEDULED,1641923100000,1641924300000,840050021:163582
MAINTENANCE_ENTRY_BLOCK,1641943800000,1641945300000,DAILY_SERVER_CLOSE_20220112_0000_0005
MAINTENANCE_FORCE_FLAT,1641945300000,1641945900000,DAILY_SERVER_CLOSE_20220112_0000_0005
MAINTENANCE_RECOVERY,1641945900000,1641946800000,DAILY_SERVER_CLOSE_20220112_0000_0005
KINGEA_ENTRY_BLACKOUT,1642003200000,1642005900000,840030005:156439
KINGEA_ENTRY_BLACKOUT,1642003200000,1642005900000,840030006:156451
KINGEA_ENTRY_BLACKOUT,1642003200000,1642005900000,840030007:156463
KINGEA_ENTRY_BLACKOUT,1642003200000,1642005900000,840030034:156743
KINGEA_ENTRY_BLACKOUT,1642003200000,1642005900000,840030035:156755
BROKER_HMR_SCHEDULED,1642004100000,1642005300000,840030005:156439
BROKER_HMR_SCHEDULED,1642004100000,1642005300000,840030006:156451
BROKER_HMR_SCHEDULED,1642004100000,1642005300000,840030007:156463
BROKER_HMR_SCHEDULED,1642004100000,1642005300000,840030034:156743
BROKER_HMR_SCHEDULED,1642004100000,1642005300000,840030035:156755
KINGEA_ENTRY_BLACKOUT,1642010400000,1642013100000,840200001:158125
BROKER_HMR_SCHEDULED,1642011300000,1642012500000,840200001:158125
KINGEA_ENTRY_BLACKOUT,1642019400000,1642022100000,840220014:154066
BROKER_HMR_SCHEDULED,1642020300000,1642021500000,840220014:154066
MAINTENANCE_ENTRY_BLOCK,1642030200000,1642031700000,DAILY_SERVER_CLOSE_20220113_0000_0005
MAINTENANCE_FORCE_FLAT,1642031700000,1642032300000,DAILY_SERVER_CLOSE_20220113_0000_0005
MAINTENANCE_RECOVERY,1642032300000,1642033200000,DAILY_SERVER_CLOSE_20220113_0000_0005
KINGEA_ENTRY_BLACKOUT,1642089600000,1642092300000,840030001:156391
KINGEA_ENTRY_BLACKOUT,1642089600000,1642092300000,840140001:161362
BROKER_HMR_SCHEDULED,1642090500000,1642091700000,840030001:156391
BROKER_HMR_SCHEDULED,1642090500000,1642091700000,840140001:161362
KINGEA_ENTRY_BLACKOUT,1642105800000,1642108500000,840220015:154069
BROKER_HMR_SCHEDULED,1642106700000,1642107900000,840220015:154069
MAINTENANCE_ENTRY_BLOCK,1642116600000,1642118100000,DAILY_SERVER_CLOSE_20220114_0000_0005
MAINTENANCE_FORCE_FLAT,1642118100000,1642118700000,DAILY_SERVER_CLOSE_20220114_0000_0005
MAINTENANCE_RECOVERY,1642118700000,1642119600000,DAILY_SERVER_CLOSE_20220114_0000_0005
KINGEA_ENTRY_BLACKOUT,1642176000000,1642178700000,840020010:156004
KINGEA_ENTRY_BLACKOUT,1642176000000,1642178700000,840020011:156016
BROKER_HMR_SCHEDULED,1642176900000,1642178100000,840020010:156004
BROKER_HMR_SCHEDULED,1642176900000,1642178100000,840020011:156016
MAINTENANCE_ENTRY_BLOCK,1642203000000,1642204500000,DAILY_SERVER_CLOSE_20220115_0000_0005
MAINTENANCE_FORCE_FLAT,1642204500000,1642205100000,DAILY_SERVER_CLOSE_20220115_0000_0005
MAINTENANCE_RECOVERY,1642205100000,1642206000000,DAILY_SERVER_CLOSE_20220115_0000_0005
MAINTENANCE_ENTRY_BLOCK,1642289400000,1642290900000,DAILY_SERVER_CLOSE_20220116_0000_0005
MAINTENANCE_ENTRY_BLOCK,1642289940000,1642291440000,SUNDAY_SERVER_CLOSE_20220116_0009_0019
MAINTENANCE_FORCE_FLAT,1642290900000,1642291500000,DAILY_SERVER_CLOSE_20220116_0000_0005
MAINTENANCE_FORCE_FLAT,1642291440000,1642292340000,SUNDAY_SERVER_CLOSE_20220116_0009_0019
MAINTENANCE_RECOVERY,1642291500000,1642292400000,DAILY_SERVER_CLOSE_20220116_0000_0005
MAINTENANCE_RECOVERY,1642292340000,1642293240000,SUNDAY_SERVER_CLOSE_20220116_0009_0019
MAINTENANCE_ENTRY_BLOCK,1642375800000,1642377300000,DAILY_SERVER_CLOSE_20220117_0000_0005
MAINTENANCE_FORCE_FLAT,1642377300000,1642377900000,DAILY_SERVER_CLOSE_20220117_0000_0005
MAINTENANCE_RECOVERY,1642377900000,1642378800000,DAILY_SERVER_CLOSE_20220117_0000_0005
MAINTENANCE_ENTRY_BLOCK,1642462200000,1642463700000,DAILY_SERVER_CLOSE_20220118_0000_0005
MAINTENANCE_FORCE_FLAT,1642463700000,1642464300000,DAILY_SERVER_CLOSE_20220118_0000_0005
MAINTENANCE_RECOVERY,1642464300000,1642465200000,DAILY_SERVER_CLOSE_20220118_0000_0005
MAINTENANCE_ENTRY_BLOCK,1642548600000,1642550100000,DAILY_SERVER_CLOSE_20220119_0000_0005
MAINTENANCE_FORCE_FLAT,1642550100000,1642550700000,DAILY_SERVER_CLOSE_20220119_0000_0005
MAINTENANCE_RECOVERY,1642550700000,1642551600000,DAILY_SERVER_CLOSE_20220119_0000_0005
MAINTENANCE_ENTRY_BLOCK,1642635000000,1642636500000,DAILY_SERVER_CLOSE_20220120_0000_0005
MAINTENANCE_FORCE_FLAT,1642636500000,1642637100000,DAILY_SERVER_CLOSE_20220120_0000_0005
MAINTENANCE_RECOVERY,1642637100000,1642638000000,DAILY_SERVER_CLOSE_20220120_0000_0005
KINGEA_ENTRY_BLACKOUT,1642694400000,1642697100000,840070001:158350
KINGEA_ENTRY_BLACKOUT,1642694400000,1642697100000,840140001:161363
BROKER_HMR_SCHEDULED,1642695300000,1642696500000,840070001:158350
BROKER_HMR_SCHEDULED,1642695300000,1642696500000,840140001:161363
KINGEA_ENTRY_BLACKOUT,1642699800000,1642702500000,840120001:156932
BROKER_HMR_SCHEDULED,1642700700000,1642701900000,840120001:156932
KINGEA_ENTRY_BLACKOUT,1642703400000,1642706100000,840200001:158426
BROKER_HMR_SCHEDULED,1642704300000,1642705500000,840200001:158426
MAINTENANCE_ENTRY_BLOCK,1642721400000,1642722900000,DAILY_SERVER_CLOSE_20220121_0000_0005
MAINTENANCE_FORCE_FLAT,1642722900000,1642723500000,DAILY_SERVER_CLOSE_20220121_0000_0005
MAINTENANCE_RECOVERY,1642723500000,1642724400000,DAILY_SERVER_CLOSE_20220121_0000_0005
MAINTENANCE_ENTRY_BLOCK,1642807800000,1642809300000,DAILY_SERVER_CLOSE_20220122_0000_0005
MAINTENANCE_FORCE_FLAT,1642809300000,1642809900000,DAILY_SERVER_CLOSE_20220122_0000_0005
MAINTENANCE_RECOVERY,1642809900000,1642810800000,DAILY_SERVER_CLOSE_20220122_0000_0005
MAINTENANCE_ENTRY_BLOCK,1642894200000,1642895700000,DAILY_SERVER_CLOSE_20220123_0000_0005
MAINTENANCE_ENTRY_BLOCK,1642894740000,1642896240000,SUNDAY_SERVER_CLOSE_20220123_0009_0019
MAINTENANCE_FORCE_FLAT,1642895700000,1642896300000,DAILY_SERVER_CLOSE_20220123_0000_0005
MAINTENANCE_FORCE_FLAT,1642896240000,1642897140000,SUNDAY_SERVER_CLOSE_20220123_0009_0019
MAINTENANCE_RECOVERY,1642896300000,1642897200000,DAILY_SERVER_CLOSE_20220123_0000_0005
MAINTENANCE_RECOVERY,1642897140000,1642898040000,SUNDAY_SERVER_CLOSE_20220123_0009_0019
MAINTENANCE_ENTRY_BLOCK,1642980600000,1642982100000,DAILY_SERVER_CLOSE_20220124_0000_0005
MAINTENANCE_FORCE_FLAT,1642982100000,1642982700000,DAILY_SERVER_CLOSE_20220124_0000_0005
MAINTENANCE_RECOVERY,1642982700000,1642983600000,DAILY_SERVER_CLOSE_20220124_0000_0005
KINGEA_ENTRY_BLACKOUT,1643044500000,1643047200000,840500001:162088
KINGEA_ENTRY_BLACKOUT,1643044500000,1643047200000,840500002:162089
BROKER_HMR_SCHEDULED,1643045400000,1643046600000,840500001:162088
BROKER_HMR_SCHEDULED,1643045400000,1643046600000,840500002:162089
MAINTENANCE_ENTRY_BLOCK,1643067000000,1643068500000,DAILY_SERVER_CLOSE_20220125_0000_0005
MAINTENANCE_FORCE_FLAT,1643068500000,1643069100000,DAILY_SERVER_CLOSE_20220125_0000_0005
MAINTENANCE_RECOVERY,1643069100000,1643070000000,DAILY_SERVER_CLOSE_20220125_0000_0005
KINGEA_ENTRY_BLACKOUT,1643131800000,1643134500000,840180002:160341
BROKER_HMR_SCHEDULED,1643132700000,1643133900000,840180002:160341
MAINTENANCE_ENTRY_BLOCK,1643153400000,1643154900000,DAILY_SERVER_CLOSE_20220126_0000_0005
MAINTENANCE_FORCE_FLAT,1643154900000,1643155500000,DAILY_SERVER_CLOSE_20220126_0000_0005
MAINTENANCE_RECOVERY,1643155500000,1643156400000,DAILY_SERVER_CLOSE_20220126_0000_0005
KINGEA_ENTRY_BLACKOUT,1643218200000,1643220900000,840020008:155980
BROKER_HMR_SCHEDULED,1643219100000,1643220300000,840020008:155980
KINGEA_ENTRY_BLACKOUT,1643220000000,1643222700000,840200001:159199
BROKER_HMR_SCHEDULED,1643220900000,1643222100000,840200001:159199
KINGEA_ENTRY_BLACKOUT,1643232600000,1643235300000,840050014:152421
BROKER_HMR_SCHEDULED,1643233500000,1643234700000,840050014:152421
KINGEA_ENTRY_BLACKOUT,1643234400000,1643237100000,840050018:152429
BROKER_HMR_SCHEDULED,1643235300000,1643236500000,840050018:152429
MAINTENANCE_ENTRY_BLOCK,1643239800000,1643241300000,DAILY_SERVER_CLOSE_20220127_0000_0005
MAINTENANCE_FORCE_FLAT,1643241300000,1643241900000,DAILY_SERVER_CLOSE_20220127_0000_0005
MAINTENANCE_RECOVERY,1643241900000,1643242800000,DAILY_SERVER_CLOSE_20220127_0000_0005
KINGEA_ENTRY_BLACKOUT,1643299200000,1643301900000,840010007:163408
KINGEA_ENTRY_BLACKOUT,1643299200000,1643301900000,840010018:163491
KINGEA_ENTRY_BLACKOUT,1643299200000,1643301900000,840020013:156040
KINGEA_ENTRY_BLACKOUT,1643299200000,1643301900000,840140001:161364
BROKER_HMR_SCHEDULED,1643300100000,1643301300000,840010007:163408
BROKER_HMR_SCHEDULED,1643300100000,1643301300000,840010018:163491
BROKER_HMR_SCHEDULED,1643300100000,1643301300000,840020013:156040
BROKER_HMR_SCHEDULED,1643300100000,1643301300000,840140001:161364
MAINTENANCE_ENTRY_BLOCK,1643326200000,1643327700000,DAILY_SERVER_CLOSE_20220128_0000_0005
MAINTENANCE_FORCE_FLAT,1643327700000,1643328300000,DAILY_SERVER_CLOSE_20220128_0000_0005
MAINTENANCE_RECOVERY,1643328300000,1643329200000,DAILY_SERVER_CLOSE_20220128_0000_0005
KINGEA_ENTRY_BLACKOUT,1643385600000,1643388300000,840010001:163336
KINGEA_ENTRY_BLACKOUT,1643385600000,1643388300000,840010002:163348
BROKER_HMR_SCHEDULED,1643386500000,1643387700000,840010001:163336
BROKER_HMR_SCHEDULED,1643386500000,1643387700000,840010002:163348
MAINTENANCE_ENTRY_BLOCK,1643412600000,1643414100000,DAILY_SERVER_CLOSE_20220129_0000_0005
MAINTENANCE_FORCE_FLAT,1643414100000,1643414700000,DAILY_SERVER_CLOSE_20220129_0000_0005
MAINTENANCE_RECOVERY,1643414700000,1643415600000,DAILY_SERVER_CLOSE_20220129_0000_0005
MAINTENANCE_ENTRY_BLOCK,1643499000000,1643500500000,DAILY_SERVER_CLOSE_20220130_0000_0005
MAINTENANCE_ENTRY_BLOCK,1643499540000,1643501040000,SUNDAY_SERVER_CLOSE_20220130_0009_0019
MAINTENANCE_FORCE_FLAT,1643500500000,1643501100000,DAILY_SERVER_CLOSE_20220130_0000_0005
MAINTENANCE_FORCE_FLAT,1643501040000,1643501940000,SUNDAY_SERVER_CLOSE_20220130_0009_0019
MAINTENANCE_RECOVERY,1643501100000,1643502000000,DAILY_SERVER_CLOSE_20220130_0000_0005
MAINTENANCE_RECOVERY,1643501940000,1643502840000,SUNDAY_SERVER_CLOSE_20220130_0009_0019
MAINTENANCE_ENTRY_BLOCK,1643585400000,1643586900000,DAILY_SERVER_CLOSE_20220131_0000_0005
MAINTENANCE_FORCE_FLAT,1643586900000,1643587500000,DAILY_SERVER_CLOSE_20220131_0000_0005
MAINTENANCE_RECOVERY,1643587500000,1643588400000,DAILY_SERVER_CLOSE_20220131_0000_0005
KINGEA_ENTRY_BLACKOUT,1643649300000,1643652000000,840510001:157285
BROKER_HMR_SCHEDULED,1643650200000,1643651400000,840510001:157285
MAINTENANCE_ENTRY_BLOCK,1643671800000,1643673300000,DAILY_SERVER_CLOSE_20220201_0000_0005
MAINTENANCE_FORCE_FLAT,1643673300000,1643673900000,DAILY_SERVER_CLOSE_20220201_0000_0005
MAINTENANCE_RECOVERY,1643673900000,1643674800000,DAILY_SERVER_CLOSE_20220201_0000_0005
KINGEA_ENTRY_BLACKOUT,1643735700000,1643738400000,840500001:162891
BROKER_HMR_SCHEDULED,1643736600000,1643737800000,840500001:162891
KINGEA_ENTRY_BLACKOUT,1643736600000,1643739300000,840030021:158437
KINGEA_ENTRY_BLACKOUT,1643736600000,1643739300000,840040001:147261
KINGEA_ENTRY_BLACKOUT,1643736600000,1643739300000,840040002:147273
BROKER_HMR_SCHEDULED,1643737500000,1643738700000,840030021:158437
BROKER_HMR_SCHEDULED,1643737500000,1643738700000,840040001:147261
BROKER_HMR_SCHEDULED,1643737500000,1643738700000,840040002:147273
MAINTENANCE_ENTRY_BLOCK,1643758200000,1643759700000,DAILY_SERVER_CLOSE_20220202_0000_0005
MAINTENANCE_FORCE_FLAT,1643759700000,1643760300000,DAILY_SERVER_CLOSE_20220202_0000_0005
MAINTENANCE_RECOVERY,1643760300000,1643761200000,DAILY_SERVER_CLOSE_20220202_0000_0005
KINGEA_ENTRY_BLACKOUT,1643816700000,1643819400000,840190001:159486
BROKER_HMR_SCHEDULED,1643817600000,1643818800000,840190001:159486
KINGEA_ENTRY_BLACKOUT,1643824800000,1643827500000,840200001:159463
BROKER_HMR_SCHEDULED,1643825700000,1643826900000,840200001:159463
MAINTENANCE_ENTRY_BLOCK,1643844600000,1643846100000,DAILY_SERVER_CLOSE_20220203_0000_0005
MAINTENANCE_FORCE_FLAT,1643846100000,1643846700000,DAILY_SERVER_CLOSE_20220203_0000_0005
MAINTENANCE_RECOVERY,1643846700000,1643847600000,DAILY_SERVER_CLOSE_20220203_0000_0005
KINGEA_ENTRY_BLACKOUT,1643904000000,1643906700000,840140001:162953
BROKER_HMR_SCHEDULED,1643904900000,1643906100000,840140001:162953
KINGEA_ENTRY_BLACKOUT,1643908500000,1643911200000,840500002:163332
BROKER_HMR_SCHEDULED,1643909400000,1643910600000,840500002:163332
KINGEA_ENTRY_BLACKOUT,1643909400000,1643912100000,840040003:147285
KINGEA_ENTRY_BLACKOUT,1643909400000,1643912100000,840040008:147359
BROKER_HMR_SCHEDULED,1643910300000,1643911500000,840040003:147285
BROKER_HMR_SCHEDULED,1643910300000,1643911500000,840040008:147359
MAINTENANCE_ENTRY_BLOCK,1643931000000,1643932500000,DAILY_SERVER_CLOSE_20220204_0000_0005
MAINTENANCE_FORCE_FLAT,1643932500000,1643933100000,DAILY_SERVER_CLOSE_20220204_0000_0005
MAINTENANCE_RECOVERY,1643933100000,1643934000000,DAILY_SERVER_CLOSE_20220204_0000_0005
KINGEA_ENTRY_BLACKOUT,1643990400000,1643993100000,840030015:156560
KINGEA_ENTRY_BLACKOUT,1643990400000,1643993100000,840030016:156572
KINGEA_ENTRY_BLACKOUT,1643990400000,1643993100000,840030018:156596
BROKER_HMR_SCHEDULED,1643991300000,1643992500000,840030015:156560
BROKER_HMR_SCHEDULED,1643991300000,1643992500000,840030016:156572
BROKER_HMR_SCHEDULED,1643991300000,1643992500000,840030018:156596
MAINTENANCE_ENTRY_BLOCK,1644017400000,1644018900000,DAILY_SERVER_CLOSE_20220205_0000_0005
MAINTENANCE_FORCE_FLAT,1644018900000,1644019500000,DAILY_SERVER_CLOSE_20220205_0000_0005
MAINTENANCE_RECOVERY,1644019500000,1644020400000,DAILY_SERVER_CLOSE_20220205_0000_0005
MAINTENANCE_ENTRY_BLOCK,1644103800000,1644105300000,DAILY_SERVER_CLOSE_20220206_0000_0005
MAINTENANCE_ENTRY_BLOCK,1644104340000,1644105840000,SUNDAY_SERVER_CLOSE_20220206_0009_0019
MAINTENANCE_FORCE_FLAT,1644105300000,1644105900000,DAILY_SERVER_CLOSE_20220206_0000_0005
MAINTENANCE_FORCE_FLAT,1644105840000,1644106740000,SUNDAY_SERVER_CLOSE_20220206_0009_0019
MAINTENANCE_RECOVERY,1644105900000,1644106800000,DAILY_SERVER_CLOSE_20220206_0000_0005
MAINTENANCE_RECOVERY,1644106740000,1644107640000,SUNDAY_SERVER_CLOSE_20220206_0009_0019
MAINTENANCE_ENTRY_BLOCK,1644190200000,1644191700000,DAILY_SERVER_CLOSE_20220207_0000_0005
MAINTENANCE_FORCE_FLAT,1644191700000,1644192300000,DAILY_SERVER_CLOSE_20220207_0000_0005
MAINTENANCE_RECOVERY,1644192300000,1644193200000,DAILY_SERVER_CLOSE_20220207_0000_0005
MAINTENANCE_ENTRY_BLOCK,1644276600000,1644278100000,DAILY_SERVER_CLOSE_20220208_0000_0005
MAINTENANCE_FORCE_FLAT,1644278100000,1644278700000,DAILY_SERVER_CLOSE_20220208_0000_0005
MAINTENANCE_RECOVERY,1644278700000,1644279600000,DAILY_SERVER_CLOSE_20220208_0000_0005
MAINTENANCE_ENTRY_BLOCK,1644363000000,1644364500000,DAILY_SERVER_CLOSE_20220209_0000_0005
MAINTENANCE_FORCE_FLAT,1644364500000,1644365100000,DAILY_SERVER_CLOSE_20220209_0000_0005
MAINTENANCE_RECOVERY,1644365100000,1644366000000,DAILY_SERVER_CLOSE_20220209_0000_0005
KINGEA_ENTRY_BLACKOUT,1644429600000,1644432300000,840200001:159741
BROKER_HMR_SCHEDULED,1644430500000,1644431700000,840200001:159741
KINGEA_ENTRY_BLACKOUT,1644438600000,1644441300000,840220014:157602
BROKER_HMR_SCHEDULED,1644439500000,1644440700000,840220014:157602
MAINTENANCE_ENTRY_BLOCK,1644449400000,1644450900000,DAILY_SERVER_CLOSE_20220210_0000_0005
MAINTENANCE_FORCE_FLAT,1644450900000,1644451500000,DAILY_SERVER_CLOSE_20220210_0000_0005
MAINTENANCE_RECOVERY,1644451500000,1644452400000,DAILY_SERVER_CLOSE_20220210_0000_0005
KINGEA_ENTRY_BLACKOUT,1644508800000,1644511500000,840030005:156440
KINGEA_ENTRY_BLACKOUT,1644508800000,1644511500000,840030006:156452
KINGEA_ENTRY_BLACKOUT,1644508800000,1644511500000,840030007:156464
KINGEA_ENTRY_BLACKOUT,1644508800000,1644511500000,840030034:156744
KINGEA_ENTRY_BLACKOUT,1644508800000,1644511500000,840030035:156756
KINGEA_ENTRY_BLACKOUT,1644508800000,1644511500000,840140001:162954
BROKER_HMR_SCHEDULED,1644509700000,1644510900000,840030005:156440
BROKER_HMR_SCHEDULED,1644509700000,1644510900000,840030006:156452
BROKER_HMR_SCHEDULED,1644509700000,1644510900000,840030007:156464
BROKER_HMR_SCHEDULED,1644509700000,1644510900000,840030034:156744
BROKER_HMR_SCHEDULED,1644509700000,1644510900000,840030035:156756
BROKER_HMR_SCHEDULED,1644509700000,1644510900000,840140001:162954
KINGEA_ENTRY_BLACKOUT,1644525000000,1644527700000,840220015:157605
BROKER_HMR_SCHEDULED,1644525900000,1644527100000,840220015:157605
MAINTENANCE_ENTRY_BLOCK,1644535800000,1644537300000,DAILY_SERVER_CLOSE_20220211_0000_0005
MAINTENANCE_FORCE_FLAT,1644537300000,1644537900000,DAILY_SERVER_CLOSE_20220211_0000_0005
MAINTENANCE_RECOVERY,1644537900000,1644538800000,DAILY_SERVER_CLOSE_20220211_0000_0005
MAINTENANCE_ENTRY_BLOCK,1644622200000,1644623700000,DAILY_SERVER_CLOSE_20220212_0000_0005
MAINTENANCE_FORCE_FLAT,1644623700000,1644624300000,DAILY_SERVER_CLOSE_20220212_0000_0005
MAINTENANCE_RECOVERY,1644624300000,1644625200000,DAILY_SERVER_CLOSE_20220212_0000_0005
MAINTENANCE_ENTRY_BLOCK,1644708600000,1644710100000,DAILY_SERVER_CLOSE_20220213_0000_0005
MAINTENANCE_ENTRY_BLOCK,1644709140000,1644710640000,SUNDAY_SERVER_CLOSE_20220213_0009_0019
MAINTENANCE_FORCE_FLAT,1644710100000,1644710700000,DAILY_SERVER_CLOSE_20220213_0000_0005
MAINTENANCE_FORCE_FLAT,1644710640000,1644711540000,SUNDAY_SERVER_CLOSE_20220213_0009_0019
MAINTENANCE_RECOVERY,1644710700000,1644711600000,DAILY_SERVER_CLOSE_20220213_0000_0005
MAINTENANCE_RECOVERY,1644711540000,1644712440000,SUNDAY_SERVER_CLOSE_20220213_0009_0019
MAINTENANCE_ENTRY_BLOCK,1644795000000,1644796500000,DAILY_SERVER_CLOSE_20220214_0000_0005
MAINTENANCE_FORCE_FLAT,1644796500000,1644797100000,DAILY_SERVER_CLOSE_20220214_0000_0005
MAINTENANCE_RECOVERY,1644797100000,1644798000000,DAILY_SERVER_CLOSE_20220214_0000_0005
MAINTENANCE_ENTRY_BLOCK,1644881400000,1644882900000,DAILY_SERVER_CLOSE_20220215_0000_0005
MAINTENANCE_FORCE_FLAT,1644882900000,1644883500000,DAILY_SERVER_CLOSE_20220215_0000_0005
MAINTENANCE_RECOVERY,1644883500000,1644884400000,DAILY_SERVER_CLOSE_20220215_0000_0005
KINGEA_ENTRY_BLACKOUT,1644940800000,1644943500000,840030001:156392
BROKER_HMR_SCHEDULED,1644941700000,1644942900000,840030001:156392
MAINTENANCE_ENTRY_BLOCK,1644967800000,1644969300000,DAILY_SERVER_CLOSE_20220216_0000_0005
MAINTENANCE_FORCE_FLAT,1644969300000,1644969900000,DAILY_SERVER_CLOSE_20220216_0000_0005
